"","nr","year","agric","black","bus","construc","ent","exper","fin","hisp","poorhlth","hours","manuf","married","min","nrthcen","nrtheast","occ1","occ2","occ3","occ4","occ5","occ6","occ7","occ8","occ9","per","pro","pub","rur","south","educ","tra","trad","union","lwage","d81","d82","d83","d84","d85","d86","d87","expersq","diff_lwage","diff_union"
"639",1311,1986,0,0,0,0,0,8,0,0,0,4418,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15,0,0,0,1.79108273983002,0,0,0,0,0,1,0,64,-0.103794097900391,0
"640",1311,1987,0,0,0,0,0,9,0,0,0,2845,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15,0,0,0,2.05870938301086,0,0,0,0,0,0,1,81,0.267626643180847,0
"641",1316,1980,0,0,1,0,0,4,0,0,0,2080,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,8,0,0,0,1.54330968856812,0,0,0,0,0,0,0,16,NA,NA
"642",1316,1981,0,0,0,1,0,5,0,0,0,1920,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,8,0,0,0,1.68948066234589,1,0,0,0,0,0,0,25,0.146170973777771,0
"643",1316,1982,0,0,0,0,0,6,0,0,0,1840,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,8,0,1,0,1.87764418125153,0,1,0,0,0,0,0,36,0.18816351890564,0
"644",1316,1983,0,0,0,0,0,7,0,0,0,2055,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,8,0,1,0,2.58925437927246,0,0,1,0,0,0,0,49,0.711610198020935,0
"645",1316,1984,0,0,0,0,0,8,0,0,0,2080,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8,0,0,0,2.73859906196594,0,0,0,1,0,0,0,64,0.149344682693481,0
"646",1316,1985,0,0,0,1,0,9,0,0,0,2310,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8,0,0,0,1.86175286769867,0,0,0,0,1,0,0,81,-0.876846194267273,0
"647",1316,1986,0,0,0,1,0,10,0,0,0,2155,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8,0,0,0,1.91114211082458,0,0,0,0,0,1,0,100,0.0493892431259155,0
"648",1316,1987,0,0,0,0,0,11,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,8,0,1,0,1.90759897232056,0,0,0,0,0,0,1,121,-0.00354313850402832,0
"649",1318,1980,0,0,0,1,0,8,0,0,0,1840,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,8,0,0,0,1.05977630615234,0,0,0,0,0,0,0,64,NA,NA
"650",1318,1981,1,0,0,0,0,9,0,0,0,2028,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,8,0,0,0,1.46770167350769,1,0,0,0,0,0,0,81,0.407925367355347,0
"651",1318,1982,1,0,0,0,0,10,0,0,0,2560,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,8,0,0,0,1.33976316452026,0,1,0,0,0,0,0,100,-0.127938508987427,0
"652",1318,1983,1,0,0,0,0,11,0,0,0,2600,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,8,0,0,0,1.29462718963623,0,0,1,0,0,0,0,121,-0.0451359748840332,0
"653",1318,1984,0,0,0,0,0,12,0,0,0,2600,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,0,0,0,1.25176346302032,0,0,0,1,0,0,0,144,-0.0428637266159058,0
"654",1318,1985,1,0,0,0,0,13,0,0,0,2318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,8,0,0,0,1.33220255374908,0,0,0,0,1,0,0,169,0.0804390907287598,0
"655",1318,1986,0,0,0,0,0,14,0,0,0,2288,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,8,0,0,0,1.28594088554382,0,0,0,0,0,1,0,196,-0.0462616682052612,0
"656",1318,1987,1,0,0,0,0,15,0,0,0,2288,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,8,0,0,0,1.28619563579559,0,0,0,0,0,0,1,225,0.00025475025177002,0
"657",1345,1980,0,0,0,0,0,4,0,0,0,1970,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,1.76469814777374,0,0,0,0,0,0,0,16,NA,NA
"658",1345,1981,0,0,0,0,0,5,0,0,0,2310,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,1,0,-0.723918855190277,1,0,0,0,0,0,0,25,-2.48861700296402,0
"659",1345,1982,0,0,0,0,0,6,0,0,0,2145,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,1.89084339141846,0,1,0,0,0,0,0,36,2.61476224660873,0
"660",1345,1983,0,0,0,0,0,7,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,1,0,2.08831548690796,0,0,1,0,0,0,0,49,0.197472095489502,0
"661",1345,1984,0,0,0,0,0,8,0,0,0,2310,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,2.20627546310425,0,0,0,1,0,0,0,64,0.117959976196289,0
"662",1345,1985,0,0,0,0,0,9,0,0,0,2340,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,2.15900444984436,0,0,0,0,1,0,0,81,-0.0472710132598877,0
"663",1345,1986,0,0,0,0,0,10,0,0,0,2155,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,1,0,2.22129702568054,0,0,0,0,0,1,0,100,0.0622925758361816,0
"664",1345,1987,0,0,0,0,0,11,0,0,0,3790,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,1,0,1.58385419845581,0,0,0,0,0,0,1,121,-0.637442827224731,0
"665",1397,1980,0,0,0,0,0,5,0,0,0,2080,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,1,1.77008306980133,0,0,0,0,0,0,0,25,NA,NA
"666",1397,1981,0,0,0,0,0,6,0,0,0,2080,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,1,1.60171592235565,1,0,0,0,0,0,0,36,-0.168367147445679,0
"667",1397,1982,0,0,0,0,0,7,0,0,0,2080,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,1,1.54740250110626,0,1,0,0,0,0,0,49,-0.0543134212493896,0
"668",1397,1983,0,0,0,0,0,8,0,0,0,2080,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12,0,0,1,1.7860347032547,0,0,1,0,0,0,0,64,0.238632202148438,0
"669",1397,1984,0,0,0,0,0,9,0,0,0,2080,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,1,1.68254637718201,0,0,0,1,0,0,0,81,-0.103488326072693,0
"670",1397,1985,0,0,0,0,0,10,0,0,0,2080,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,1,1.72049939632416,0,0,0,0,1,0,0,100,0.0379530191421509,0
"671",1397,1986,0,0,0,0,0,11,0,0,0,2080,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,1,1.79996144771576,0,0,0,0,0,1,0,121,0.0794620513916016,0
"672",1397,1987,0,0,0,0,0,12,0,0,0,2080,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,1,1.7609955072403,0,0,0,0,0,0,1,144,-0.0389659404754639,0
"673",1434,1980,0,0,0,1,0,2,0,0,0,2880,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10,0,0,0,0.206286430358887,0,0,0,0,0,0,0,4,NA,NA
"674",1434,1981,0,0,0,1,0,3,0,0,0,2086,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10,0,0,0,1.12104964256287,1,0,0,0,0,0,0,9,0.914763212203979,0
"675",1434,1982,0,0,0,0,0,4,0,0,0,2284,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,10,0,0,1,1.08611738681793,0,1,0,0,0,0,0,16,-0.0349322557449341,1
"676",1434,1983,0,0,0,0,0,5,0,0,0,2080,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,10,0,0,1,1.26891481876373,0,0,1,0,0,0,0,25,0.182797431945801,0
"677",1434,1984,0,0,0,0,1,6,0,0,0,3028,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,0,0,1,1.09937262535095,0,0,0,1,0,0,0,36,-0.169542193412781,0
"678",1434,1985,0,0,0,0,0,7,0,0,0,2640,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10,0,1,1,1.34522914886475,0,0,0,0,1,0,0,49,0.245856523513794,0
"679",1434,1986,0,0,1,0,0,8,0,0,0,2080,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,0,0,0,1.9000449180603,0,0,0,0,0,1,0,64,0.554815769195557,-1
"680",1434,1987,0,0,0,0,0,9,0,0,0,2820,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,10,0,0,0,1.51539182662964,0,0,0,0,0,0,1,81,-0.384653091430664,0
"681",1492,1980,0,0,0,0,0,4,0,0,0,1328,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,13,0,0,0,2.03645539283752,0,0,0,0,0,0,0,16,NA,NA
"682",1492,1981,0,0,0,0,0,5,0,0,0,2042,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,13,0,1,0,1.14236831665039,1,0,0,0,0,0,0,25,-0.894087076187134,0
"683",1492,1982,0,0,0,0,0,6,0,0,0,2008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,0,0,1.37853586673737,0,1,0,0,0,0,0,36,0.236167550086975,0
"684",1492,1983,0,0,0,0,0,7,0,0,0,2090,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,0,0,1.47375380992889,0,0,1,0,0,0,0,49,0.0952179431915283,0
"685",1492,1984,0,0,0,0,0,8,0,0,1,2080,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,13,0,0,0,1.47490704059601,0,0,0,1,0,0,0,64,0.00115323066711426,0
"686",1492,1985,0,0,0,0,0,9,0,0,0,2295,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,13,0,0,0,1.41628241539001,0,0,0,0,1,0,0,81,-0.0586246252059937,0
"687",1492,1986,0,0,0,0,0,10,0,0,0,2220,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,13,0,0,0,1.49843335151672,0,0,0,0,0,1,0,100,0.082150936126709,0
"688",1492,1987,0,0,0,0,0,11,0,0,0,2272,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,13,0,0,0,1.50085258483887,0,0,0,0,0,0,1,121,0.00241923332214355,0
"689",1496,1980,0,0,0,0,0,1,0,0,0,1144,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,12,0,1,1,1.17833602428436,0,0,0,0,0,0,0,1,NA,NA
"690",1496,1981,0,0,0,0,0,2,0,0,0,1184,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,12,0,1,1,1.08728718757629,1,0,0,0,0,0,0,4,-0.0910488367080688,0
"691",1496,1982,0,0,0,0,0,3,0,0,0,3432,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,12,0,1,0,0.00773417949676514,0,1,0,0,0,0,0,9,-1.07955300807953,-1
"692",1496,1983,0,0,0,0,0,4,0,0,0,3850,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12,0,1,0,0.796704947948456,0,0,1,0,0,0,0,16,0.788970768451691,0
"693",1496,1984,0,0,0,0,0,5,0,0,0,3470,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,12,0,0,0,1.03722834587097,0,0,0,1,0,0,0,25,0.240523397922516,0
"694",1496,1985,0,0,0,0,0,6,0,0,0,3229,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,12,0,0,0,1.20837414264679,0,0,0,0,1,0,0,36,0.171145796775818,0
"695",1496,1986,0,0,0,0,0,7,0,0,0,3773,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12,0,1,0,1.20445883274078,0,0,0,0,0,1,0,49,-0.00391530990600586,0
"696",1496,1987,0,0,0,0,0,8,0,0,0,2685,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,1.85708045959473,0,0,0,0,0,0,1,64,0.652621626853943,0
"697",1506,1980,0,0,1,0,0,3,0,0,0,1670,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,0.974396646022797,0,0,0,0,0,0,0,9,NA,NA
"698",1506,1981,0,0,0,0,0,4,0,0,0,782,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,2.46510410308838,1,0,0,0,0,0,0,16,1.49070745706558,0
"699",1506,1982,0,0,0,0,0,5,0,0,0,2487,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,1,0,1.05503571033478,0,1,0,0,0,0,0,25,-1.4100683927536,0
"700",1506,1983,0,0,0,0,0,6,0,0,0,2328,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12,0,1,0,1.14276480674744,0,0,1,0,0,0,0,36,0.0877290964126587,0
"701",1506,1984,0,0,0,0,0,7,0,0,0,2540,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12,0,1,0,1.01274657249451,0,0,0,1,0,0,0,49,-0.13001823425293,0
"702",1506,1985,0,0,0,0,0,8,0,0,0,2080,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,1,0,1.07281458377838,0,0,0,0,1,0,0,64,0.0600680112838745,0
"703",1506,1986,0,0,0,0,0,9,0,0,0,2065,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,1,0,1.05998468399048,0,0,0,0,0,1,0,81,-0.0128298997879028,0
"704",1506,1987,0,0,1,0,0,10,0,0,0,3088,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,0.926926672458649,0,0,0,0,0,0,1,100,-0.13305801153183,0
"705",1515,1980,0,0,0,0,0,2,0,0,0,2455,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10,0,1,0,1.03377938270569,0,0,0,0,0,0,0,4,NA,NA
"706",1515,1981,0,0,0,0,0,3,0,0,0,2340,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,0,1,0,1.29264092445374,1,0,0,0,0,0,0,9,0.258861541748047,0
"707",1515,1982,0,0,0,0,0,4,0,0,0,2155,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,0,1,0,1.31446635723114,0,1,0,0,0,0,0,16,0.0218254327774048,0
"708",1515,1983,0,0,0,0,0,5,0,0,0,2489,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,0,1,0,1.25821483135223,0,0,1,0,0,0,0,25,-0.0562515258789062,0
"709",1515,1984,0,0,0,0,0,6,0,0,0,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,1,0,0,1.64727818965912,0,0,0,1,0,0,0,36,0.389063358306885,0
"710",1515,1985,0,0,0,0,0,7,0,0,0,2080,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,1,0,0,1.76596176624298,0,0,0,0,1,0,0,49,0.118683576583862,0
"711",1515,1986,0,0,0,0,0,8,0,0,0,2080,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10,1,0,0,1.79996144771576,0,0,0,0,0,1,0,64,0.0339996814727783,0
"712",1515,1987,0,0,0,0,0,9,0,0,0,2500,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,10,1,0,0,1.81068742275238,0,0,0,0,0,0,1,81,0.0107259750366211,0
"713",1520,1980,0,1,0,0,0,5,0,0,0,2459,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,1,1.3759229183197,0,0,0,0,0,0,0,25,NA,NA
"714",1520,1981,1,1,0,0,0,6,0,0,0,2479,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12,0,0,1,1.35390782356262,1,0,0,0,0,0,0,36,-0.0220150947570801,0
"715",1520,1982,1,1,0,0,0,7,0,0,0,2496,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,0,1.34957683086395,0,1,0,0,0,0,0,49,-0.00433099269866943,-1
"716",1520,1983,0,1,0,0,0,8,0,0,0,2457,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,0,1.3511974811554,0,0,1,0,0,0,0,64,0.00162065029144287,0
"717",1520,1984,0,1,0,0,0,9,0,0,0,2487,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,0,1.37030577659607,0,0,0,1,0,0,0,81,0.0191082954406738,0
"718",1520,1985,0,1,0,0,0,10,0,0,0,2496,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12,0,0,0,1.40131866931915,0,0,0,0,1,0,0,100,0.0310128927230835,0
"719",1520,1986,0,1,0,0,0,11,0,0,0,2454,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12,0,0,0,1.58054280281067,0,0,0,0,0,1,0,121,0.179224133491516,0
"720",1520,1987,0,1,0,0,0,12,0,0,0,2481,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12,0,1,1,1.63599491119385,0,0,0,0,0,0,1,144,0.0554521083831787,1
"721",1528,1980,0,1,0,0,0,4,0,0,0,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,0,1,1,0.9788978099823,0,0,0,0,0,0,0,16,NA,NA
"722",1528,1981,0,1,0,0,0,5,0,0,0,2080,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,0,1,0,1.24171316623688,1,0,0,0,0,0,0,25,0.262815356254578,-1
"723",1528,1982,0,1,0,0,0,6,0,0,0,2080,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,0,1,0,1.25972044467926,0,1,0,0,0,0,0,36,0.0180072784423828,0
"724",1528,1983,0,1,0,0,0,7,0,0,0,2080,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,0,1,0,1.03226292133331,0,0,1,0,0,0,0,49,-0.227457523345947,0
"725",1528,1984,0,1,0,0,0,8,0,0,0,1480,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,0,1,0,1.19619357585907,0,0,0,1,0,0,0,64,0.163930654525757,0
"726",1528,1985,0,1,0,0,0,9,0,0,0,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,0,1,0,1.1681045293808,0,0,0,0,1,0,0,81,-0.0280890464782715,0
"727",1528,1986,0,1,0,0,0,10,0,0,0,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,0,1,0,1.36640453338623,0,0,0,0,0,1,0,100,0.198300004005432,0
"728",1528,1987,0,1,0,0,0,11,0,0,0,2360,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10,0,0,0,1.39831292629242,0,0,0,0,0,0,1,121,0.031908392906189,0
"729",1554,1980,0,0,0,0,0,2,0,0,0,2145,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,0,1.31186735630035,0,0,0,0,0,0,0,4,NA,NA
"730",1554,1981,0,0,0,0,0,3,0,0,0,2120,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,1,0,1.22266495227814,1,0,0,0,0,0,0,9,-0.0892024040222168,0
"731",1554,1982,0,0,0,0,0,4,0,0,0,2152,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12,0,0,0,1.40886664390564,0,1,0,0,0,0,0,16,0.186201691627502,0
"732",1554,1983,0,0,0,0,0,5,0,0,0,2268,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,0,1.57434105873108,0,0,1,0,0,0,0,25,0.165474414825439,0
"733",1554,1984,0,0,0,0,0,6,0,0,0,2120,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,1.45585882663727,0,0,0,1,0,0,0,36,-0.118482232093811,0
"734",1554,1985,0,0,0,0,0,7,0,0,0,2280,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,1.87482488155365,0,0,0,0,1,0,0,49,0.418966054916382,0
"735",1554,1986,0,0,0,0,0,8,0,0,0,2135,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,1.87394618988037,0,0,0,0,0,1,0,64,-0.000878691673278809,0
"736",1554,1987,0,0,0,0,0,9,0,0,0,3060,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,1.73372638225555,0,0,0,0,0,0,1,81,-0.140219807624817,0
"737",1575,1980,0,0,0,0,0,3,1,0,0,2196,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1.57605147361755,0,0,0,0,0,0,0,9,NA,NA
"738",1575,1981,0,0,0,0,0,4,1,0,0,2102,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1.74201738834381,1,0,0,0,0,0,0,16,0.165965914726257,0
"739",1575,1982,0,0,0,0,0,5,1,0,0,2285,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1.7788268327713,0,1,0,0,0,0,0,25,0.0368094444274902,0
"740",1575,1983,0,0,0,0,0,6,1,0,0,2135,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1.87116158008575,0,0,1,0,0,0,0,36,0.0923347473144531,0
"741",1575,1984,0,0,0,0,0,7,1,0,0,3603,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1.65639555454254,0,0,0,1,0,0,0,49,-0.214766025543213,0
"742",1575,1985,0,0,0,0,0,8,1,0,0,2840,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1.7830296754837,0,0,0,0,1,0,0,64,0.126634120941162,0
"743",1575,1986,0,0,0,0,0,9,1,0,0,3360,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1.59482514858246,0,0,0,0,0,1,0,81,-0.188204526901245,0
"744",1575,1987,0,0,0,0,0,10,1,0,0,3465,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1.99509119987488,0,0,0,0,0,0,1,100,0.400266051292419,0
"745",1576,1980,0,0,0,0,0,2,0,0,0,2000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,1.3247013092041,0,0,0,0,0,0,0,4,NA,NA
"746",1576,1981,0,0,0,0,0,3,1,0,0,2080,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,1.34707367420197,1,0,0,0,0,0,0,9,0.0223723649978638,0
"747",1576,1982,0,0,0,0,0,4,0,0,0,2080,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11,0,0,0,1.5626699924469,0,1,0,0,0,0,0,16,0.215596318244934,0
"748",1576,1983,0,0,0,0,0,5,0,0,0,2230,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11,0,0,0,3.20068907737732,0,0,1,0,0,0,0,25,1.63801908493042,0
"749",1576,1984,0,0,0,1,0,6,0,0,0,2225,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,1.83830094337463,0,0,0,1,0,0,0,36,-1.36238813400269,0
"750",1576,1985,0,0,0,1,0,7,0,0,0,2290,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,0,0,0,1.87044858932495,0,0,0,0,1,0,0,49,0.0321476459503174,0
"751",1576,1986,0,0,0,1,0,8,0,0,0,2030,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0.825764715671539,0,0,0,0,0,1,0,64,-1.04468387365341,0
"752",1576,1987,0,0,0,1,0,9,0,0,0,2215,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,1.84471440315247,0,0,0,0,0,0,1,81,1.01894968748093,0
"753",1628,1980,0,0,0,0,0,3,0,0,0,2456,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,1,0,1.17647290229797,0,0,0,0,0,0,0,9,NA,NA
"754",1628,1981,0,0,0,0,0,4,0,0,0,2128,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1.32425892353058,1,0,0,0,0,0,0,16,0.147786021232605,0
"755",1628,1982,0,0,0,0,0,5,0,0,0,1136,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,1.23596632480621,0,1,0,0,0,0,0,25,-0.0882925987243652,0
"756",1628,1983,0,0,0,0,0,6,0,0,0,2048,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1.59299409389496,0,0,1,0,0,0,0,36,0.357027769088745,0
"757",1628,1984,0,0,0,0,0,7,0,0,0,2080,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,12,0,0,0,1.72536635398865,0,0,0,1,0,0,0,49,0.132372260093689,0
"758",1628,1985,0,0,0,0,0,8,0,0,0,2080,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,12,0,0,0,1.82002902030945,0,0,0,0,1,0,0,64,0.0946626663208008,0
"759",1628,1986,0,0,0,0,0,9,0,0,0,2080,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,12,0,0,0,1.83614110946655,0,0,0,0,0,1,0,81,0.0161120891571045,0
"760",1628,1987,0,0,0,0,0,10,0,0,0,2080,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,1.86107897758484,0,0,0,0,0,0,1,100,0.0249378681182861,0
"761",1641,1980,0,0,0,0,0,4,0,1,0,2260,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,2.11169052124023,0,0,0,0,0,0,0,16,NA,NA
"762",1641,1981,0,0,0,0,0,5,0,1,0,2191,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,2.17055225372314,1,0,0,0,0,0,0,25,0.0588617324829102,0
"763",1641,1982,0,0,0,0,0,6,0,1,0,2223,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,2.13483929634094,0,1,0,0,0,0,0,36,-0.0357129573822021,0
